time,member,price,user,content
210606-222316,帅Pi11,,总在影中,"雅典娜：说白了我还是没有酒喝呗"
210606-222317,帅Pi21,,SWEEP-RED,"别忘了送酒"
210606-222318,狐之火15,,0110111100,"看爱神双重祝福"
210606-222321,C酱14,,爱喝紅茶,"开始键"
210606-222322,互叔宝9,,玉藻白野,"查看祝福列表"
210606-222322,,,十陸夜咲夜,"炮4查看祝福列表"
210606-222323,帅Pi22,,_RiKi,"xxlb"
210606-222325,狐之火15,,0110111100,"直接看爱神吧"
210606-222327,,,格林-里德尔,"这个要送酒的"
210606-222327,帅Pi11,,西弗拉格,"众神查看祝福"
210606-222330,帅Pi25,,星辰丿剑气,"7.9-11"
210606-222333,帅Pi17,,乜-nie-拙言,"老板生日快乐"
210606-222335,帅Pi21,,SWEEP-RED,"别忘了送酒"
210606-222339,帅Pi9,,大头的不归路,"看爱神"
210606-222341,帅Pi5,,ネコばこ,"看爱神"
210606-222345,帅Pi18,,小小baker,"草"
210606-222346,帅Pi7,,维他-柠檬-猹,"冰投猛嘛"
210606-222353,蓝毒组7,,MH7Crane,"当头一棒厉害的"
210606-222358,小傻紫15,,祖父綠,"要被给对面上减速 更加好大中"
210606-222412,帅Pi22,,黄金舞曲,"美酒天下第一"
210606-222413,帅Pi11,,破碎的小命,"爱神的双重"
210606-222417,莓果酱17,,宇宙電波,"睡觉了睡觉了，考完看录播"
210606-222419,帅Pi7,,维他-柠檬-猹,"酒可以的 给减速和回复"
210606-222420,帅Pi17,,minoliiii,"酒和特攻一起扔"
210606-222420,帅Pi17,,九救酒,"自动回收给投弹流用的"
210606-222421,帅Pi18,,楠条彩,"1"
210606-222421,帅Pi22,,叫我好人丶,"不省人事好像很猛？"
210606-222422,小傻紫15,,祖父綠,"记得杀之后快"
210606-222426,帅Pi15,,头像我老婆鼻孔好看嘛,"道具有个加远距离伤害的"
210606-222427,C酱7,,大卫王EX,"什么游戏"
210606-222429,,,海底红烧椰子鸡,"口之后快的加成是加算"
210606-222432,12Team21,,湖生,"复仇流"
210606-222434,帅Pi10,,罗门_汪,"自动复仇流"
210606-222434,帅Pi11,,西弗拉格,"受伤"
210606-222436,帅Pi7,,维他-柠檬-猹,"受伤 复仇"
210606-222436,大母鹅11,,我谔谔谔谔我,"睚ya眦必报"
210606-222436,帅Pi17,,这是包子,"瑕疵"
210606-222437,可可亚10,,大肥嫩peter,"超级小心眼（）"
210606-222438,帅Pi17,,堆雪的皇城,"被打反击的祝福"
210606-222438,狗雨22,,渝丶鹿,"睚眦必报"
210606-222439,MePldm2,,Brumm,"ya zi"
210606-222440,帅Pi14,,丶纯灰,"yazi"
210606-222440,帅Pi16,,汤姆苏狂热,"瑕疵必报"
210606-222441,帅Pi14,,小屁孩zxh,"ya吧"
210606-222442,帅Pi26,,姬神域,"牙渍"
210606-222442,零星喵16,,雪莹晴天,"yazi"
210606-222443,帅Pi13,,今天过ex6了吗,"战神还有个加伤"
210606-222443,帅Pi23,,小瞳゜,"睚眦必报"
210606-222444,,,所司,"ya"
210606-222445,雪碧瓶23,,PRC、L,"yazi"
210606-222445,狗雨22,,渝丶鹿,"鸭子必爆"
210606-222446,帅Pi15,,蒙特君,"下次必暴"
210606-222447,沙沙沙1,,太阳上的板蓝根,"yazi"
210606-222447,帅Pi11,,飞狼坊了贤,"睚ya眦zi必报"
210606-222449,帅Pi13,,底层人士阿瓜,"ya zi"
210606-222450,MePldm2,,Brumm,"文化沙漠"
210606-222450,帅Pi17,,雪峰周,"上钩了上钩了"
210606-222450,帅Pi24,,Johnson123-魑魅魍魉,"瑕疵还行"
210606-222453,,,片翼白鹭,"仁慈解脱超强"
210606-222453,帅Pi13,,一只废污,"恩赐解脱（"
210606-222453,,,重口味的蜈蚣,"看看二叔"
210606-222454,帅Pi10,,罗门_汪,"阿瑞斯最强的是仁慈击毙流"
210606-222454,,,野馬小哥哥,"yazi"
210606-222455,帅Pi12,,闪光の逗逼b,"高考生注意啦"
210606-222456,黒騎士25,,_682_,"爱神有虚弱增伤"
210606-222456,帅Pi11,,西弗拉格,"随缘好了"
210606-222457,帅Pi12,,闪光の逗逼b,"yazi"
210606-222458,糖软软24,,謝寶樹,"1"
210606-222500,帅Pi18,,苦索一库,"战神有厄运硬加伤"
210606-222500,大米缸21,,忧郁の凉宫遥,"这个才是挨打流的奥义"
210606-222500,酒姬民9,,Mr美玲,"索敌很强的"
210606-222501,帅Pi11,,茶杯里的猫,"晚上好"
210606-222501,,,途川彡,"亚雷必报"
210606-222503,雪碧瓶23,,PRC、L,"看宙斯天雷"
210606-222504,帅Pi10,,罗门_汪,"盾三仁慈击毙"
210606-222506,帅Pi12,,闪光の逗逼b,"高考注意这个 yazi"
210606-222506,帅Pi11,,总在影中,"睚眦必报配宙斯和雅典娜反伤可以打成自爆流"
210606-222506,帅Pi23,,无逸流水,"雅典娜猎神双重还行"
210606-222506,帅Pi23,,黑茶Ranky,"上钩了，pipi鱼（）"
210606-222507,帅Pi7,,维他-柠檬-猹,"仁慈解脱 一衣带水"
210606-222508,帅Pi10,,一颗大土豆傻傻的活,"恩赐解脱无敌"
210606-222508,帅Pi17,,这是包子,"为什么高考前不能看api.jpg"
210606-222510,陆夫人15,,MourneMask,"仁慈解脱，全游戏理论输出最高的祝福"
210606-222511,帅Pi17,,Mega竹公子,"牙渍必爆"
210606-222514,雪碧瓶23,,PRC、L,"引雷血统"
210606-222517,帅Pi25,,星辰丿剑气,"pipilayu"
210606-222519,小傻紫15,,祖父綠,"暴击流真的不好搞啊"
210606-222524,帅Pi11,,v凡-JS9F,"不如等chaos"
210606-222528,惑星17,,Hangy,"口之后快？"
210606-222529,帅Pi11,,赛博萝卜,"不可终日"
210606-222537,大母鹅11,,我谔谔谔谔我,"血怒狂战"
210606-222537,帅Pi17,,堆雪的皇城,"灭顶之灾"
210606-222537,帅Pi16,,你曾经i,"rua"
210606-222538,,,重口味的蜈蚣,"现在迫击炮是虚弱"
210606-222539,,,海底红烧椰子鸡,"口之后快的加成是加算"
210606-222541,小傻紫15,,祖父綠,"打厄运不如直接丢3个投弹上去对面"
210606-222541,雪碧瓶23,,PRC、L,"引雷血统"
210606-222543,帅Pi17,,围观的逗比,"口之后快"
210606-222545,帅Pi15,,让我取名好么,"倍率这么高，换猎神打吧"
210606-222547,帅Pi7,,维他-柠檬-猹,"所以这个看锤子不看祝福嘛"
210606-222549,莉音饭5,,巡回します,"头痛欲裂必爆"
210606-222549,帅Pi17,,minoliiii,"二叔厉害啊"
210606-222551,狐之火15,,0110111100,"拜倒裙下"
210606-222551,小傻紫15,,祖父綠,"魅惑神仙技能"
210606-222552,12Team21,,湖生,"拜倒裙下"
210606-222553,帅Pi18,,秋夜-残雨,"首次伤害"
210606-222554,帅Pi16,,我刚开始单推api,"来个暴击看看伤害上限"
210606-222555,帅Pi10,,一颗大土豆傻傻的活,"拜倒裙下"
210606-222557,帅Pi11,,赛博萝卜,"就是帮你打架"
210606-222557,帅Pi22,,沙夏Sashako,"魅惑最强控"
210606-222558,狐之火15,,0110111100,"拜倒裙下好"
210606-222600,刺儿2,,X丰丰山心,"魅惑帮你打"
210606-222600,帅Pi15,,暮云渊,"魅惑就是精控"
210606-222600,帅Pi17,,落人存在感,"眩晕，强控"
210606-222601,惑星17,,Hangy,"投弹被刺爽阿"
210606-222601,雪碧瓶23,,PRC、L,"拜倒裙下"
210606-222602,12Team21,,湖生,"虚弱加上"
210606-222603,帅Pi12,,華軒聽雨,"魅惑垃圾的"
210606-222604,帅Pi16,,上杉长秀,"拜倒裙下"
210606-222606,帅Pi15,,飘飞的浮云,"现在缺点苟命的途径，输出已经够了"
210606-222609,惠宝21,,金光闪闪的苏苏,"拜倒裙下"
210606-222611,,,重口味的蜈蚣,"需要个撕心裂肺"
210606-222613,帅Pi17,,这是包子,"魅惑你蝶"
210606-222613,莉音饭5,,巡回します,"配酒投不错"
210606-222614,陆夫人17,,clocks7,"魅惑可以让爹一直傻笑"
210606-222614,帅Pi13,,崇高石,"酒普"
210606-222614,帅Pi18,,阿尼德罗追忆馆,"波二叔"
210606-222615,帅Pi18,,秋夜-残雨,"雅典娜"
210606-222617,帅Pi13,,林中落雨-,"魅惑太牛比了"
210606-222618,,,wenao123,"只要苟就行了"
210606-222620,帅Pi13,,弱沙包,"魅惑谁都能控，猛的"
210606-222623,刺儿2,,X丰丰山心,"需要搞点命"
210606-222624,,,重口味的蜈蚣,"需要找二叔"
210606-222627,帅Pi11,,西弗拉格,"波波"
210606-222629,帅Pi15,,暮限,"撕心裂肺 + 暴击标记 直接起飞"
210606-222630,帅Pi15,,Hakute,"我和二叔称兄道弟"
210606-222633,,,十陸夜咲夜,"魅惑可以打断老爹所有技能，强的一笔"
210606-222634,帅Pi23,,黑茶Ranky,"金罐子"
210606-222635,,,七约帕原,"还有奶奶的加强祝福"
210606-222635,小傻紫15,,祖父綠,"boss被魅惑会断掉动作 猛的"
210606-222640,帅Pi23,,无逸流水,"西西弗斯直接酒送满"
210606-222641,,,格林-里德尔,"记得送酒"
210606-222641,帅Pi17,,Mega竹公子,"石头也能对话"
210606-222642,,,海底红烧椰子鸡,"嘻嘻"
210606-222642,湊阿夸12,,METEORXBW,"嘻嘻弗斯"
210606-222646,帅Pi25,,风神之契,"金币"
210606-222646,狐之火15,,0110111100,"黑暗"
210606-222646,帅Pi13,,崇高石,"金币"
210606-222647,帅Pi10,,罗门_汪,"后期拿钱"
210606-222648,菲娜7,,ミルヴァ_リンドマン,"可以送酒给石头"
210606-222649,仓鼠10,,Gdirty,"我拿钱（）"
210606-222650,蓝毒组7,,MH7Crane,"拿金币"
210606-222650,女人3,,唯我命,"萨菲罗斯"
210606-222650,帅Pi13,,缘上回,"拿钱"
210606-222650,帅Pi22,,Nerrix,"金币"
210606-222650,惑星17,,Hangy,"钱"
210606-222652,帅Pi12,,華軒聽雨,"金币"
210606-222652,帅Pi18,,八坂肆季子,"后期就拿钱"
210606-222652,帅Pi23,,黑茶Ranky,"atm"
210606-222653,帅Pi15,,炫唱少女,"前期是水滴"
210606-222653,帅Pi17,,九救酒,"拿钱"
210606-222653,帅Pi23,,live二弟,"钱"
210606-222653,,,伤心灬苦痛丿,"双重射击  有用吗"
210606-222654,帅Pi7,,维他-柠檬-猹,"前期黑暗后期钱"
210606-222654,帅Pi13,,豆花怎么能吃甜的,"可以给石头送酒 给一局的buff"
210606-222654,帅Pi22,,沙夏Sashako,"后期乱拿"
210606-222655,,,上古Palaeoid,"しいしい"
210606-222655,帅Pi15,,邓布利多阿天,"钱"
210606-222656,萌陈23,,步六孤伟,"一般拿钱"
210606-222656,帅Pi11,,赛博萝卜,"有时候拿钱"
210606-222657,雪碧瓶23,,PRC、L,"那魂加血"
210606-222701,帅Pi16,,璃心Glassheart,"1"
210606-222704,,,海底红烧椰子鸡,"不会的"
210606-222704,帅Pi17,,蕾咪の威严（笑）,"不是"
210606-222705,帅Pi15,,暮云渊,"好感满了之后，送旁边的石头酒，有一个小buff"
210606-222706,狐之火15,,0110111100,"不可能"
210606-222707,帅Pi15,,小牛,"我基本上肝完了，都拿钱了"
210606-222708,帅Pi25,,风神之契,"给石头送酒"
210606-222708,帅Pi10,,谁是萌萌desu,"谁变弱谁变强"
210606-222709,黑枪糖15,,llRrL,"拿黑暗回血"
210606-222711,黑哲18,,Lucifer丶R1,"648"
210606-222712,帅Pi18,,八坂肆季子,"变弱什么就给什么啊"
210606-222712,帅Pi17,,蕾咪の威严（笑）,"变弱哪个升哪个"
210606-222714,帅Pi18,,MineInori浮生,"648"
210606-222714,帅Pi10,,ZYH野生菌,"648"
210606-222715,狐之火15,,0110111100,"变弱的就是升级的"
210606-222715,仓鼠10,,Gdirty,"送酒给石头是后期的事情了，现在哪有。。。"
210606-222717,黑枪糖15,,llRrL,"黑暗永远不会够的"
210606-222719,,,重口味的蜈蚣,"哎，这样的话左键可以换成二叔得击退然后找双重"
210606-222720,MePldm2,,Brumm,"变哪个升哪个"
210606-222720,酒姬民9,,Mr美玲,"谁变弱谁英雄"
210606-222722,,,十陸夜咲夜,"不是，变弱什么就强化什么"
210606-222722,帅Pi11,,龙拳打啤,"是谁变弱谁就变强"
210606-222723,大母鹅23,,御龙山人,"变弱什么就升级 什么"
210606-222723,帅Pi17,,堆雪的皇城,"随机到的先变弱再变强"
210606-222724,陆夫人18,,相位柠檬,"变弱什么加强什么"
210606-222726,帅Pi13,,底层人士阿瓜,"变弱的那个变强"
210606-222728,帅Pi11,,平凡的酱油党,"罕见收获指定祝福强化啊，别听人瞎说"
210606-222729,萌陈13,,章鱼章鱼kkkk,"减哪个升级哪个绝对赚的"
210606-222729,帅Pi15,,岩间明,"变弱的那个加强"
210606-222730,帅Pi16,,冰凌君,"是谁变弱给谁升级"
210606-222730,帅Pi15,,邓布利多阿天,"变哪个升哪个"
210606-222732,黑枪糖15,,llRrL,"真不要黑暗了肯定上千小时了"
210606-222732,雪碧瓶23,,PRC、L,"那个是提高稀有度吧"
210606-222735,帅Pi22,,沙夏Sashako,"爹那里抢的"
210606-222736,刺儿2,,X丰丰山心,"你开了宝箱啊"
210606-222739,帅Pi13,,路人无罪,"1"
210606-222740,,,重口味的蜈蚣,"现在左键还没用处，看看怎么搭配"
210606-222740,雪碧瓶23,,PRC、L,"那个太难了"
210606-222742,大母鹅11,,我谔谔谔谔我,"？"
210606-222742,小傻紫15,,祖父綠,"可1好啊"
210606-222742,狗雨17,,Buttercupcake,"草"
210606-222744,帅Pi15,,空海的幽灵,"草"
210606-222744,帅Pi13,,底层人士阿瓜,"1"
210606-222744,帅Pi22,,Tin_Ker,"222"
210606-222744,,,格林-里德尔,"22222"
210606-222746,帅Pi17,,历程酱,"11111111111111"
210606-222746,雪碧瓶23,,PRC、L,"3"
210606-222747,帅Pi13,,路人无罪,"3"
210606-222747,帅Pi15,,ビーター润,"？"
210606-222747,帅Pi22,,Enwwen,"1"
210606-222747,C酱14,,爱喝紅茶,"草"
210606-222747,帅Pi17,,BBLKK,"开局10秒去世"
210606-222747,帅Pi18,,小小baker,"?"
210606-222747,,,wenao123,"2"
210606-222747,帅Pi17,,历程酱,"1111111111111"
210606-222747,,,重口味的蜈蚣,"草"
210606-222747,陆夫人17,,clocks7,"草"
210606-222748,帅Pi17,,WCDPrologue,"草"
210606-222749,狐之火15,,0110111100,"炮"
210606-222749,,,迷茫与失心之物,"草"
210606-222750,帅Pi22,,HotspotVM,"1111"
210606-222750,帅Pi9,,大头的不归路,"1挺好"
210606-222750,帅Pi17,,九救酒,"?"
210606-222750,老乌龟15,,不是感冒,"汪峰草"
210606-222751,帅Pi17,,堆雪的皇城,"想得美"
210606-222752,萌陈23,,步六孤伟,"不行10秒太短"
210606-222752,帅Pi22,,神乐一心,"奶奶那个是谁变弱谁变强啊"
210606-222752,帅Pi7,,维他-柠檬-猹,"【"
210606-222752,惠宝21,,金光闪闪的苏苏,"2"
210606-222752,帅Pi18,,桜只单推API,"33333333"
210606-222753,,,好多小猪猪,"2"
210606-222753,帅Pi16,,星界璃海,"加速进狂暴"
210606-222754,帅Pi22,,沙夏Sashako,"1好"
210606-222754,帅Pi23,,无逸流水,"不如经济局"
210606-222754,帅Pi25,,风神之契,"2啊"
210606-222754,陆夫人15,,01u咩人,"3"
210606-222754,推销员6,,空白的逗货,"3333333"
210606-222754,帅Pi23,,拾壹今天吃什么,"哈哈哈哈哈哈哈哈哈哈哈哈"
210606-222755,帅Pi11,,西弗拉格,"双重得1"
210606-222755,帅Pi16,,怠惰なベリル,"22"
210606-222755,帅Pi15,,散养黑糖猫,"草"
210606-222755,帅Pi11,,飞狼坊了贤,"炮击！"
210606-222755,帅Pi13,,底层人士阿瓜,"1可以双重"
210606-222755,帅Pi16,,汤姆苏狂热,"2"
210606-222756,,,重口味的蜈蚣,"开始10秒了"
210606-222757,帅Pi23,,黑茶Ranky,"好像迫击炮配合普攻击退不错"
210606-222757,帅Pi15,,暮限,"10s太短了"
210606-222757,帅Pi22,,丶Zzzzzzzzz·,"汪峰：？"
210606-222757,陆夫人13,,正直无私的人,"3可以啊"
210606-222757,帅Pi18,,饕餮兔Walter,"1"
210606-222757,囚人13,,雾雨仕,"2"
210606-222758,帅Pi11,,H3three,"11111"
210606-222758,帅Pi22,,HotspotVM,"击退开炮"
210606-222758,帅Pi18,,八坂肆季子,"111"
210606-222758,,,风印草,"这么早，肯定发育啊"
210606-222759,帅Pi9,,大头的不归路,"推进核弹里"
210606-222759,帅Pi7,,维他-柠檬-猹,"其实没有啦"
210606-222759,帅Pi18,,Christian492018,"2"
210606-222759,帅Pi14,,肉丝是怎样炼成的,"炮"
210606-222759,帅Pi15,,飘飞的浮云,"恩赐发育，毕竟才一层"
210606-222759,帅Pi23,,live二弟,"2"
210606-222800,酒姬民9,,Mr美玲,"不如2"
210606-222800,帅Pi11,,赛博萝卜,"1其实挺好"
210606-222800,帅Pi21,,LittleTinyLight,"草"
210606-222800,惑星17,,Hangy,"BOSS阶段锁血"
210606-222800,帅Pi14,,银切紫,"33333333"
210606-222801,帅Pi11,,龙拳打啤,"经济局"
210606-222801,,,Neet丶Kaguya,"2打钱吧"
210606-222801,陆夫人17,,clocks7,"头条之力吗"
210606-222802,惠宝21,,金光闪闪的苏苏,"10秒"
210606-222803,,,重口味的蜈蚣,"开始10秒内，没什么用"
210606-222803,妺喜11,,一条没志气的咸鱼,"太短了"
210606-222804,大米缸21,,忧郁の凉宫遥,"1好"
210606-222805,帅Pi18,,饕餮兔Walter,"1打进圈里"
210606-222807,,,上古Palaeoid,"都是加算的吧 倍率太高是不是疯狂稀释"
210606-222807,帅Pi18,,Christian492018,"？"
210606-222807,帅Pi11,,赛博萝卜,"炮很适合1"
210606-222808,搞事者12,,xiaoFy,"10秒真男人"
210606-222810,帅Pi17,,丶Satou,"boss锁血（）"
210606-222810,陆夫人15,,ShrimpRice,"1可以保命  "
210606-222814,素爹5,,黯灬魂殇,"也是加算的吧"
210606-222815,,,重口味的蜈蚣,"然后去找二叔和爱神得双重"
210606-222816,帅Pi16,,璃心Glassheart,"还悲情魔音呢汪峰之力"
210606-222820,大母鹅18,,御坂有栖丶,"呃呃"
210606-222827,老乌龟15,,不是感冒,"简称谔谔"
210606-222829,,,所司,"龙击炮"
210606-222829,大母鹅11,,我谔谔谔谔我,"呃里尼呃斯"
210606-222831,小傻紫15,,祖父綠,"记得上投弹增伤啊"
210606-222835,帅Pi18,,517ja,"哇"
210606-222835,帅Pi7,,维他-柠檬-猹,"两炮锁血"
210606-222839,帅Pi16,,黑桐希文,"呃呃"
210606-222839,帅Pi17,,堆雪的皇城,"660"
210606-222844,帅Pi10,,啊哦呃咦呜吁咹嗯吟,"卑鄙，竟然用热兵器"
210606-222844,,,所司,"没了"
210606-222846,帅Pi11,,西弗拉格,"一炮转阶段草"
210606-222847,帅Pi22,,沙夏Sashako,"草"
210606-222847,帅Pi16,,摸鱼的影子丶,"woc"
210606-222848,酒姬民9,,Mr美玲,"记得投弹易伤"
210606-222848,,,浪客丨剑心丨,"哈哈哈"
210606-222852,狗雨23,,柴柴凋零,"草"
210606-222852,帅Pi13,,底层人士阿瓜,"草"
210606-222852,光呆4,,境界之紫,"卑鄙"
210606-222852,帅Pi15,,灵魂苑丿神受,"哦草"
210606-222853,帅Pi22,,Nerrix,"草"
210606-222853,,,迷茫与失心之物,"草"
210606-222853,陆夫人13,,正直无私的人,"太草了"
210606-222854,,,重口味的蜈蚣,"很快乐"
210606-222854,帅Pi17,,WCDPrologue,"草"
210606-222854,帅Pi15,,飘飞的浮云,"暴击了1200"
210606-222855,小傻紫15,,祖父綠,"投弹增伤都不用了"
210606-222855,光呆10,,苗木KUN,"草"
210606-222855,帅Pi13,,路人无罪,"你该死"
210606-222856,帅Pi17,,yi不小心9,"时代变了"
210606-222856,互叔宝9,,玉藻白野,"你该死"
210606-222856,12Team23,,冰棱Nyalar,"1200"
210606-222856,鬼斯通15,,DrWindigo,"woc？？？？？"
210606-222856,帅Pi14,,小屁孩zxh,"你该死~"
210606-222856,帅Pi17,,牧羊人与狼,"草"
210606-222856,帅Pi23,,黑茶Ranky,"草"
210606-222857,帅Pi13,,柳叶风间,"赖pi"
210606-222857,帅Pi14,,蔽日的風,"残暴"
210606-222858,帅Pi15,,蒙特君,"你该死····"
210606-222858,帅Pi18,,单挑api,"你该死"
210606-222858,帅Pi12,,北川山,"1200"
210606-222858,帅Pi18,,小小baker,"草"
210606-222858,帅Pi18,,517ja,"草"
210606-222859,帅Pi15,,小Pes,"没了"
210606-222859,帅Pi17,,九救酒,"草"
210606-222900,MePldm2,,Brumm,"跟上一把形成鲜明对比"
210606-222900,,,七约帕原,"真的猛"
210606-222900,12Team21,,星之民会梦见特异点吗,"笑死"
210606-222900,月庄18,,许愿池的银硬币,"233333"
210606-222901,帅Pi17,,仙-墨玄,"草"
210606-222901,推销员24,,咒冰残影地火,"这伤害简直了"
210606-222902,帅Pi22,,Goivanna,"臭人"
210606-222903,帅Pi15,,林汐Lincy,"草"
210606-222904,帅Pi17,,要低调灬,"草"
210606-222905,雪碧瓶23,,PRC、L,"核弹就是42姐"
210606-222906,帅Pi14,,tideELEGY,"爽局"
210606-222907,帅Pi11,,飞狼坊了贤,"“你居然炮击老婆”"
210606-222908,帅Pi15,,Hakute,"草"
210606-222908,帅Pi17,,临临临,"臭人"
210606-222908,帅Pi18,,八坂肆季子,"活该单身"
210606-222908,帅Pi11,,总在影中,"复仇女神哭出声"
210606-222910,帅Pi19,,长生猫猫头,"草"
210606-222910,帅Pi14,,月下桂花树,"墨菲，时代变了"
210606-222910,帅Pi22,,松烟入梦丶,"草"
210606-222910,,,褐色coco,"猛啊"
210606-222911,,,所司,"上一把两人"
210606-222911,王牛奶14,,秋媃-嫣姬,"食大便了"
210606-222913,帅Pi16,,皮个鱼鱼,"太强了"
210606-222914,帅Pi14,,XrenD,"臭人！"
210606-222915,小傻紫15,,祖父綠,"有一个远程增伤的"
210606-222916,,,水颜-小鲁尾巴,"弩炮是最解压的"
210606-222916,杆菌12,,小小林子狼,"伤不到我（指一下超多血）"
210606-222917,帅Pi10,,一颗大土豆傻傻的活,"酒神的喝泉水加伤害也可以看看"
210606-222917,帅Pi7,,维他-柠檬-猹,"可以考虑酒"
210606-222917,帅Pi13,,一只废污,"叠标本了"
210606-222918,帅Pi16,,上杉长秀,"卵蛋"
210606-222918,帅Pi17,,九救酒,"酒神饰品"
210606-222918,帅Pi9,,大头的不归路,"带那个"
210606-222919,帅Pi15,,暮限,"箭头"
210606-222919,,,暗示法kt,"蛋啊"
210606-222921,雪碧瓶23,,PRC、L,"蝴蝶"
210606-222921,12Team21,,星之民会梦见特异点吗,"草"
210606-222921,酒姬民9,,Mr美玲,"钱包"
210606-222922,帅Pi15,,努力的骑猪少年i,"可以要保命了"
210606-222922,帅Pi13,,路人无罪,"拿个猎"
210606-222922,帅Pi13,,一只废污,"叠！"
210606-222923,,,重口味的蜈蚣,"接下来找二叔吧"
210606-222923,帅Pi15,,雨落后,"膨胀"
210606-222924,帅Pi25,,风神之契,"蝴蝶！"
210606-222925,12Team21,,星之民会梦见特异点吗,"换换换"
210606-222926,,,所司,"远程增伤"
210606-222926,佩师傅21,,星之枫叶,"1.5太低了"
210606-222926,帅Pi16,,我刚开始单推api,"蝶！"
210606-222927,雪碧瓶23,,PRC、L,"蝴蝶"
210606-222927,帅Pi9,,大头的不归路,"带初次攻击增伤的"
210606-222927,帅Pi11,,v凡-JS9F,"披肩"
210606-222928,帅Pi17,,仙-墨玄,"叠"
210606-222928,帅Pi10,,Class-D,"羽毛"
210606-222929,帅Pi16,,未来科技咸鱼部,"披肩啊"
210606-222929,帅Pi10,,罗门_汪,"卵"
210606-222929,帅Pi15,,飘飞的浮云,"披肩，直接一击"
210606-222929,帅Pi15,,Lunc-,"拿卵蛋吧"
210606-222930,帅Pi11,,龙拳打啤,"披肩吧"
210606-222930,,,跟歹友一起透出游戏,"蝴蝶披肩"
210606-222930,陆夫人15,,ShrimpRice,"披肩加成更高吧好像"
210606-222930,札束5,,LlisAlterego,"蛋吧"
210606-222931,帅Pi5,,ネコばこ,"酒啊"
210606-222931,,,上古Palaeoid,"膨胀 死了"
210606-222931,帅Pi25,,风神之契,"碟！"
210606-222932,帅Pi13,,弱沙包,"无伤加伤"
210606-222932,帅Pi16,,冰凌君,"这要拿蝴蝶强到爆"
210606-222933,帅Pi11,,v凡-JS9F,"黑色披肩！"
210606-222933,,,Yin-official,"披风也可"
210606-222934,帅Pi15,,creesion,"混沌"
210606-222934,,,重口味的蜈蚣,"找猎神或者找二叔"
210606-222935,雪碧瓶23,,PRC、L,"蝴蝶"
210606-222935,陆夫人13,,正直无私的人,"混沌"
210606-222935,帅Pi15,,蒙特君,"膨胀的蝴蝶"
210606-222937,,,wenao123,"混沌"
210606-222937,帅Pi18,,哗啦哗啦23333,"披肩"
210606-222937,帅Pi15,,creesion,"宇宙"
210606-222938,陆夫人17,,clocks7,"找多个神吧"
210606-222938,可可亚11,,淡奶柚子茶,"二叔啊"
210606-222940,,,海底红烧椰子鸡,"披肩也可以"
210606-222940,帅Pi14,,丶纯灰,"上把死不了。这把都得死"
210606-222940,帅Pi23,,无逸流水,"蝴蝶的话就是从头打到尾不能换了"
210606-222940,帅Pi15,,creesion,"卡俄斯"
210606-222941,帅Pi22,,叫我好人丶,"撬棍吧"
210606-222941,帅Pi17,,尚不鸣雀,"卵蛋"
210606-222945,萌陈11,,misanthrop,"带远程伤害的"
210606-222945,帅Pi13,,柳叶风间,"远距离敌人算不算"
210606-222948,陆夫人15,,ShrimpRice,"撬棍流也可以"
210606-222950,长颈露21,,白桦青叶,"找chaos啊"
210606-222951,帅Pi17,,落人存在感,"蝴蝶不能换了"
210606-222951,陆夫人13,,正直无私的人,"混沌加啊"
210606-222952,小傻紫15,,祖父綠,"膨 胀"
210606-222955,帅Pi14,,wuxie97,"蝴蝶后面不能换"
210606-222956,帅Pi17,,Arin_阿麟,"1"
210606-223002,帅Pi22,,veocat,"_(:з」∠)_"
210606-223002,10CM11,,赤限,"拿撬棍"
210606-223007,陆夫人17,,clocks7,"呃"
210606-223009,,,冰晶喷射器,"1"
210606-223011,帅Pi13,,崇高石,"1"
210606-223014,帅Pi11,,风间月幽,"1"
210606-223014,12Team21,,星之民会梦见特异点吗,"233333333333"
210606-223015,帅Pi17,,蕾咪の威严（笑）,"11111"
210606-223015,帅Pi7,,维他-柠檬-猹,"别哈哈哈哈"
210606-223017,帅Pi18,,小小baker,"草"
210606-223017,,,所司,"腊鸡"
210606-223017,小傻紫15,,祖父綠,"1好啊"
210606-223019,,,格林-里德尔,"111"
210606-223020,帅Pi16,,我刚开始单推api,"1111"
210606-223020,帅Pi15,,土間埋芒菇,"剥皮"
210606-223020,,,迷茫与失心之物,"111"
210606-223020,雪碧瓶23,,PRC、L,"1111"
210606-223020,惠宝21,,金光闪闪的苏苏,"1"
210606-223021,帅Pi17,,WCDPrologue,"111"
210606-223021,帅Pi13,,路人无罪,"1吧"
210606-223023,,,重口味的蜈蚣,"手滑"
210606-223023,长颈露21,,白桦青叶,"2"
210606-223024,帅Pi7,,维他-柠檬-猹,"1吧"
210606-223024,,,所司,"1"
210606-223025,帅Pi13,,崇高石,"1好"
210606-223025,帅Pi15,,蒙特君,"1111"
210606-223027,大母鹅23,,御龙山人,"1111"
210606-223027,帅Pi17,,九救酒,"111111"
210606-223027,萌陈23,,步六孤伟,"最弱传奇"
210606-223028,狐之火15,,0110111100,"手滑吧"
210606-223029,,,Yin-official,"确实"
210606-223029,帅Pi17,,BBLKK,"即使是橙色的，也用不到"
210606-223030,,,重口味的蜈蚣,"直接手滑"
210606-223030,帅Pi17,,Eragon-J,"有种"
